DESTINO;ORIGEM;CANTIDAD;FOBDOL;FOBPES
JPN;BOG;19380;5549;21386355
JPN;BOG;159925;31812;127227373
JPN;BOG;59500;10346;39778058
JPN;BOG;24000;3659;14591867
JPN;BOG;35200;4685;18656394
JPN;BOG;980;245;979860
JPN;BOG;9608;14316;57255520
JPN;BOG;5386;15619;62468697
JPN;BOG;6380;957;3827455
JPN;BOG;431410;79829;316487370
JPN;BOG;747080;141973;563245512
JPN;BOG;54060;14433;57488645
JPN;BOG;73400;13242;52054601
JPN;BOG;126680;17933;68967867
JPN;BOG;39200;5018;19985853
JPN;BOG;3405;1262;5049474
JPN;BOG;1171210;213855;852150622
JPN;BOG;1220790;221130;880901911
JPN;BOG;50400;7560;29756891
JPN;BOG;4350;783;3031345
JPN;BOG;77750;14948;58623255
JPN;BOG;10680;3839;14864355
KAZ;BOG;50009;36824;145830064
KAZ;BOG;19804;15133;59949400
KAZ;BOG;890;543;2141201
KAZ;BOG;4340;1495;5913249
KAZ;BOG;16770;11195;44416876
KAZ;BOG;4110;3331;13076347
KAZ;BOG;47904;39751;156867062
KAZ;BOG;4277;2846;11324369
KAZ;BOG;23978;21029;83180962
KAZ;BOG;57202;44249;175498040
KAZ;BOG;1193;1540;6046667
KAZ;BOG;10860;8127;32113625
KAZ;BOG;12768;7993;31999945
KAZ;BOG;11140;7798;30992059
KAZ;BOG;28725;18425;73508349
KAZ;BOG;45150;7652;30526042
KAZ;BOG;20500;3775;15011230
KAZ;BOG;368250;58315;233034716
KAZ;BOG;10925;2728;10838050
KAZ;BOG;48670;8405;33692117
KAZ;BOG;256600;45358;180969549
KAZ;BOG;87750;24958;99667619
KAZ;BOG;2410;1868;7468162
KAZ;BOG;6630;5774;22912861
KAZ;BOG;1714;5374;21487993
KAZ;BOG;112000;18346;72821933
KAZ;BOG;97186;34512;135495521
KAZ;BOG;222250;33122;131128227
KAZ;BOG;56192;19577;78005155
KAZ;BOG;1995;1301;5203058
KAZ;BOG;7625;6279;24681590
KAZ;BOG;17925;5679;22848815
KAZ;BOG;42100;22799;91036588
KAZ;BOG;18480;3359;13307931
KAZ;BOG;233050;36330;145582698
KAZ;BOG;71750;21916;86108188
KAZ;BOG;21610;3857;15516314
KAZ;BOG;605825;110160;442357830
KAZ;BOG;955;2726;10898939
KAZ;BOG;127985;97393;388265429
KAZ;BOG;3670;7920;31695814
KAZ;BOG;1946;350;1400958
KAZ;BOG;24;91;362785
KAZ;BOG;25450;10313;41245322
KAZ;BOG;99600;15746;62867888
KAZ;BOG;29600;11905;47049461
KAZ;BOG;93214;32359;129228022
KAZ;BOG;782;780;3067377
KAZ;BOG;43350;13091;51429541
KAZ;BOG;414700;61316;244928030
KAZ;BOG;156940;37454;149473621
KAZ;BOG;3905;2795;11282578
KAZ;BOG;170650;23205;89870309
KAZ;BOG;16900;5193;20423649
KAZ;BOG;202810;35479;139973233
KAZ;BOG;14540;2181;8611766
KAZ;BOG;74950;10039;39720727
KAZ;BOG;21557;6171;24284498
KAZ;BOG;1325;401;1605002
KAZ;BOG;39150;6237;24938707
KAZ;BOG;32750;5270;21073747
KAZ;BOG;56750;9424;37692628
KAZ;BOG;38350;3855;15287435
KAZ;BOG;22800;3540;14154725
KAZ;BOG;30200;4984;19937551
KAZ;BOG;451555;71835;287334775
KAZ;BOG;139004;59796;236549430
KAZ;BOG;151536;26511;105309203
KAZ;BOG;15900;2075;8241424
KAZ;BOG;56800;8880;35506769
KAZ;BOG;72710;23398;92458972
KAZ;BOG;27850;4346;17377924
KAZ;BOG;362434;55002;217720221
KAZ;BOG;5100;882;3487680
KAZ;BOG;285650;40877;163445894
KAZ;BOG;35729;17126;66676939
KAZ;BOG;55925;8711;34690562
KAZ;BOG;218188;37150;146634676
KAZ;BOG;3498;3037;11765577
KAZ;BOG;2580;959;3772856
KEN;BOG;6798;4387;17539864
KGZ;BOG;6810;6027;23847393
KGZ;BOG;11650;9753;38588297
KGZ;BOG;1430;387;1541479
KGZ;BOG;2545;2675;10584333
KGZ;BOG;14450;2366;9459880
KGZ;BOG;965;2921;11678448
KGZ;BOG;678;3076;12300017
KGZ;BOG;24300;7290;29093515
KWT;BOG;2590;1637;6516583
KWT;BOG;28415;17581;69373866
KWT;BOG;832;2662;10532135
KWT;BOG;3850;693;2771605
KWT;BOG;1728;1949;7492766
KWT;BOG;55000;6545;25896994
KWT;BOG;44600;6520;26070285
KWT;BOG;18025;4506;17826184
KWT;BOG;26900;5823;23283324
KWT;BOG;1170;7330;29246304
KWT;BOG;1770;12538;50018633
KWT;BOG;556;4802;19162999
KWT;BOG;472;3262;13013085
LVA;BOG;4950;792;3167929
LVA;BOG;48600;7771;31085221
LVA;BOG;24550;3462;13401218
LBN;BOG;712;6319;25209169
LBN;BOG;75;601;2398478
MYS;BOG;11535;4813;19249257
MYS;BOG;444;1128;4366996
MYS;BOG;1212;22552;87307469
MYS;BOG;267;2189;8718290
MYS;BOG;650;128;490213
MAR;BOG;3280;2630;10473577
MAR;BOG;15250;3812;15249657
MTQ;BOG;7025;5920;23202451
MTQ;BOG;6054;1786;7006989
MTQ;BOG;820;287;1123728
MTQ;BOG;2192;1636;6424439
MEX;BOG;2604;15204;60034115
MEX;BOG;929;30216;120837453
MEX;BOG;1557;9886;39158492
MEX;BOG;1336;20608;82086309
MEX;BOG;200000;8800;35194984
MEX;BOG;12700;38300;149960969
MEX;BOG;333;22005;87987213
MEX;BOG;1445;11853;46736735
MEX;BOG;11;18900;73171334
MEX;BOG;1465;21797;86805955
MEX;BOG;1911;5277;20422476
MEX;BOG;5420;13891;54834300
MEX;BOG;187;566;2256216
MEX;BOG;14345;28434;110879909
MEX;BOG;8;17;69670
MEX;BOG;432;1020;3978874
MEX;BOG;433;1099;4200089
MEX;BOG;194;581;2312378
MEX;BOG;186;488;1934958
MEX;BOG;2270;12327;49267925
MEX;BOG;687;12923;50926594
MEX;BOG;39;428;1711676
MEX;BOG;466;6014;23777931
MEX;BOG;637;8571;33701466
MEX;BOG;552;353412;1395112211
MEX;BOG;415;37900;152266816
MEX;BOG;50;25953;102061682
MEX;BOG;1261;4043;15943011
MEX;BOG;225;20585;80952365
MEX;BOG;675;14315;56048323
MEX;BOG;667;1347;5377671
MEX;BOG;19414;40110;157672985
MEX;BOG;477;1260;4986902
MEX;BOG;10214;25466;100881887
MEX;BOG;594;11227;44597026
MEX;BOG;3521;44600;176473316
MEX;BOG;586;9485;37530264
MEX;BOG;34023;8000;31462490
MEX;BOG;9;1388;5526316
MEX;BOG;234;5052;20122874
MEX;BOG;69;3177;12654468
MEX;BOG;493;4594;18298591
MEX;BOG;822;16277;64834529
MEX;BOG;119978;5589;22035741
MEX;BOG;17;43;167401
MEX;BOG;83;154;587220
MEX;BOG;1721;5350;20726428
MEX;BOG;255;416;1639042
MEX;BOG;313;667;2623313
MEX;BOG;3;8;31476
MEX;BOG;433;1144;4498976
MEX;BOG;249;636;2543677
MEX;BOG;132;597;2387221
MEX;BOG;770;6174;24622423
MEX;BOG;435;2536;10063792
MEX;BOG;11064;61275;239917503
MEX;BOG;11334;151879;603456342
MEX;BOG;1;768;2973274
MEX;BOG;3300;8910;35484075
MEX;BOG;813;1902;7582293
MEX;BOG;3037;7852;31125010
MEX;BOG;201;589;2316571
MEX;BOG;5170;10491;41437198
MEX;BOG;119;341;1341615
MEX;BOG;227;1093;4371331
MEX;BOG;6;155;610102
MEX;BOG;179;2365;9388761
MEX;BOG;16;224;895760
MEX;BOG;659;5299;21140466
MEX;BOG;30;63;240101
MEX;BOG;767;1595;6095788
MEX;BOG;177;283;1127311
MEX;BOG;82;504;1972241
MEX;BOG;26;160;624903
MEX;BOG;51;319;1249805
MEX;BOG;20111;46265;177878597
MEX;BOG;5687;29367;116881460
MEX;BOG;17152;12162;47084575
MEX;BOG;14285;2206;8786869
MEX;BOG;0;15;58183
MEX;BOG;2239;27169;107071025
MEX;BOG;4149;10316;40734402
MEX;BOG;1586;3774;14902303
MEX;BOG;2023;4102;16197938
MEX;BOG;651;1938;7652507
MEX;BOG;76;310;1225271
MEX;BOG;531;10861;42884185
MEX;BOG;743;9353;36929076
MEX;BOG;89;933;3682685
MEX;BOG;221;151075;597458858
MEX;BOG;770;14147;55536887
MEX;BOG;236;17754;70128417
MEX;BOG;194;10392;40865745
MEX;BOG;1380;9110;36425746
MEX;BOG;452;6531;25840452
MEX;BOG;185;14620;56212353
MEX;BOG;1850;3847;15169507
MEX;BOG;5589;11625;45836580
MEX;BOG;165;1245;4978505
MEX;BOG;2267;129406;515443186
MEX;BOG;1052;79842;317762259
MEX;BOG;88;5557;22218521
MEX;BOG;3;9;36197
MEX;BOG;1281;9439;37740776
MEX;BOG;11520;19353;76311352
MEX;BOG;18;151;596423
MEX;BOG;1157;38344;151993658
MEX;BOG;5110;3404;13087733
MEX;BOG;15552;3593;14106783
MEX;BOG;13;21;82451
MEX;BOG;5;2129;8481481
MEX;BOG;11;66;261095
MEX;BOG;4;48496;193164891
MEX;BOG;1;1100;4383218
MEX;BOG;1;1190;4757427
MEX;BOG;432;4134;16347755
MEX;BOG;464;19287;76120115
MEX;BOG;332;9127;35871589
MEX;BOG;6;174;688862
MEX;BOG;1397;21138;83322094
MEX;BOG;251;798;3159275
MEX;BOG;34;668;2635966
MEX;BOG;49;545;2151915
MEX;BOG;37;2029;8026156
MEX;BOG;123;2632;10394094
MEX;BOG;163;437;1717485
MEX;BOG;9;97;385665
MEX;BOG;1;29;114153
MEX;BOG;26;3381;13358830
MEX;BOG;15;339;1339661
MEX;BOG;739;9485;38162078
MEX;BOG;1765;13096;51553126
MEX;BOG;1077;52873;209233244
MEX;BOG;75;3538;13935132
MEX;BOG;56;1746;6873172
MEX;BOG;1805;19960;79146082
MEX;BOG;108;377;1487533
MEX;BOG;391;51641;203084021
MEX;BOG;348;7099;27996693
MEX;BOG;602;28549;113708600
MEX;BOG;18;424;1673954
MEX;BOG;2594;25780;102186737
MEX;BOG;14;206;810743
MEX;BOG;1577;23596;93540240
MEX;BOG;5;80;313624
MEX;BOG;48842;6465;25525416
MEX;BOG;421;1731;6794369
MEX;BOG;85;1287;5061007
MEX;BOG;45680;8695;34134413
MEX;BOG;48;539;2129842
MEX;BOG;77;2124;8594029
MEX;BOG;26;389;1529030
MEX;BOG;14;215;845664
MEX;BOG;165;14643;58245590
MEX;BOG;15;221;870321
MEX;BOG;38;942;3745344
MEX;BOG;28;416;1635761
MEX;BOG;1580;21451;85492585
MEX;BOG;4;53;209056
MEX;BOG;136;2056;8086192
MEX;BOG;2;72;282360
MEX;BOG;24;361;1418092
MEX;BOG;11;621;2450898
MEX;BOG;1448;2027;8105779
MEX;BOG;2;37;148541
MEX;BOG;214;10817;43168072
MEX;BOG;2;100;398809
MEX;BOG;474;7467;29799023
MEX;BOG;49;223;890565
MEX;BOG;80;10590;42360167
MEX;BOG;216;2329;9423259
MEX;BOG;542;25220;102019923
MEX;BOG;137;3542;14327117
MEX;BOG;37;1226;4957660
MEX;BOG;825;12686;51317095
MEX;BOG;82;477;1931471
MEX;BOG;39400;2167;8631486
MEX;BOG;142;5747;22739935
MEX;BOG;3;130;512480
MEX;BOG;345;3181;12586454
MEX;BOG;19;932;3688808
MEX;BOG;357;7364;29139401
MEX;BOG;33;64;251729
MEX;BOG;24;96;380166
MEX;BOG;1;65;257269
MEX;BOG;264;6065;23998897
MEX;BOG;579;28403;111854743
MEX;BOG;18;758;2986068
MEX;BOG;193;4421;17423571
MEX;BOG;431;1361;5343209
MEX;BOG;60;270;1066382
MEX;BOG;100;4672;18448487
MEX;BOG;114;5730;22510113
MEX;BOG;1910;14585;57590996
MEX;BOG;95842;12742;50058406
MEX;BOG;44;154;605393
MEX;BOG;9965;3162;12412460
MEX;BOG;1212;59098;236301945
MEX;BOG;39;1074;4214981
MEX;BOG;80;5421;21283366
MEX;BOG;4;476;1876876
MEX;BOG;28;2145;8465637
MEX;BOG;7;527;2068135
MEX;BOG;53115;10303;40448229
MEX;BOG;4;63;248069
MEX;BOG;3932;1204;4602436
MEX;BOG;733;477;1822124
MEX;BOG;506;19614;74965689
MEX;BOG;2510;80515;317992152
MEX;BOG;5191;4333583;17082576179
MEX;BOG;64;3457;13289970
MEX;BOG;1;5;20524
MEX;BOG;52;638;2550623
MDA;BOG;1140;716;2821238
MDA;BOG;32150;5068;20252328
MDA;BOG;2240;904;3611226
MDA;BOG;11050;2032;8114823
MDA;BOG;2988;3611;13882840
MDA;BOG;162250;28816;115263327
MNE;BOG;36400;12172;48484854
MNE;BOG;29450;9839;39188261
MNE;BOG;1440;446;1778078
NIC;BOG;1;190;759717
NIC;BOG;941;16500;65990595
NIC;BOG;423;7450;29795754
NIC;BOG;821;15976;63896653
NIC;BOG;229;10441;41586476
NIC;BOG;8251;121928;478416639
NIC;BOG;1628;65255;257095683
NIC;BOG;7078;291552;1151484787
NIC;BOG;193;24257;96535762
NIC;BOG;1274;58049;231907183
NOR;BOG;4385;1614;6386211
NOR;BOG;43541;12241;48945681
NOR;BOG;212453;62078;248219904
NOR;BOG;16150;7802;31207298
NOR;BOG;3590;764;3056331
NOR;BOG;13193;3387;13543913
NOR;BOG;58370;16291;65141286
NZL;BOG;12000;4042;15995202
NZL;BOG;8159;4430;17391789
NZL;BOG;472;875;3499496
NZL;BOG;14005;3499;13458285
NZL;BOG;39160;16393;65166844
NLD;BOG;629;3609;14431662
NLD;BOG;15154;8938;35762821
NLD;BOG;7750;1938;7586146
NLD;BOG;39840;9030;35357899
NLD;BOG;21981;11931;47317832
NLD;BOG;15395;3780;15121068
NLD;BOG;6355;41872;167485831
NLD;BOG;83831;45593;180966703
NLD;BOG;29230;18280;72223659
NLD;BOG;5850;1053;4200996
NLD;BOG;758;4677;18360041
NLD;BOG;111652;70955;281064848
NLD;BOG;5270;993;3952917
NLD;BOG;4640;1187;4697426
NLD;BOG;41953;22867;90276038
NLD;BOG;508;3362;13276966
NLD;BOG;15430;9955;39692330
NLD;BOG;22422;14946;59608351
NLD;BOG;11237;8693;34528598
NLD;BOG;19760;3985;15884391
NLD;BOG;7576;5005;19877235
NLD;BOG;473;56021;221201791
NLD;BOG;38275;15130;60871167
NLD;BOG;44000;7878;30628630
NLD;BOG;88450;14934;58729299
NLD;BOG;117450;20052;78826577
NLD;BOG;188100;30054;120145727
NLD;BOG;613;98;392174
NLD;BOG;7042;1152;4629876
NLD;BOG;71070;12230;48534648
NLD;BOG;14050;2288;9126172
NLD;BOG;393900;59018;235302079
NLD;BOG;14580;1786;7186499
NLD;BOG;221700;16706;66018536
NLD;BOG;425870;53882;214111422
NLD;BOG;1844;10932;42029579
NLD;BOG;2134;12960;49830545
NLD;BOG;6572;21952;84400577
NLD;BOG;29577;161718;623030994
NLD;BOG;104650;6309;24810710
NLD;BOG;492790;66672;262666723
NLD;BOG;50770;15439;61511061
NLD;BOG;866319;160469;643007861
NLD;BOG;7240;1641;6535553
NLD;BOG;2670;435;1738437
NLD;BOG;6120;1163;4678189
NLD;BOG;5700;1786;7185453
NLD;BOG;522;1204;4814206
NLD;BOG;6979;17163;68626827
NLD;BOG;3121;8464;33845388
NLD;BOG;37000;14505;58355655
NLD;BOG;4320;994;3997461
NLD;BOG;19050;3136;12392538
NLD;BOG;30450;10530;42366413
NLD;BOG;111400;15272;60131601
NLD;BOG;807760;113457;447747555
NLD;BOG;23435;7610;30120175
NLD;BOG;25800;4484;17633734
NLD;BOG;97330;15996;62904530
NLD;BOG;424030;80849;323203831
NLD;BOG;902310;174539;697079185
NLD;BOG;55200;18152;71841631
NLD;BOG;133460;22847;91201160
NLD;BOG;49059;42375;169117320
NLD;BOG;3626;16638;66516231
NLD;BOG;25960;4204;16767864
NLD;BOG;168050;29230;115149766
NLD;BOG;26320;8106;32613750
NLD;BOG;32950;5588;21976886
NLD;BOG;88620;14960;58831153
NLD;BOG;33380;5820;23243369
NLD;BOG;193060;34238;136551033
NLD;BOG;5821;30024;120078886
NLD;BOG;32200;5925;23582530
NLD;BOG;282500;50805;202303120
NLD;BOG;4660;870;3483467
NLD;BOG;75250;10907;43677640
NLD;BOG;18020;2673;10752431
NLD;BOG;10345;7987;31941768
NLD;BOG;2594;13510;52302515
NLD;BOG;1115;6417;24841662
NLD;BOG;22120;3881;15470812
NLD;BOG;239120;42951;171002251
NLD;BOG;29070;21220;83788019
NLD;BOG;32718;9069;36086826
NLD;BOG;674190;68773;274747572
NLD;BOG;128746;27877;110681157
NLD;BOG;4584;4635;18631300
NLD;BOG;20938;9699;38742783
NLD;BOG;266;5320;21279521
NLD;BOG;12460;2990;11429458
NLD;BOG;413;698;2667676
NLD;BOG;356;1818;7272963
NLD;BOG;516850;122200;487110844
NLD;BOG;759910;176631;703768568
NLD;BOG;9289;3539;13810783
NLD;BOG;24800;3532;13829299
NLD;BOG;213850;11981;47100701
NLD;BOG;109645;10020;39395656
NLD;BOG;18384;4596;18381380
NLD;BOG;930;1210;4788672
NLD;BOG;61776;9266;37060318
NLD;BOG;9339;34380;137480067
NLD;BOG;19000;1045;4134814
NLD;BOG;226660;39734;157542120
NLD;BOG;1813760;357770;1422426130
NLD;BOG;74762;4793;18773013
NLD;BOG;23480;17557;69324517
NLD;BOG;107036;72755;280169353
NLD;BOG;150440;13680;53942228
NLD;BOG;2046;11222;43938955
NLD;BOG;149;992;3956676
NLD;BOG;5379;54;210611
NLD;BOG;31660;5526;21900611
NLD;BOG;93180;17031;67587675
NLD;BOG;880;3335;13308427
NLD;BOG;95940;15304;60503104
NLD;BOG;2588;10819;43273217
NLD;BOG;22700;3173;12529189
NLD;BOG;31150;7476;28573646
NLD;BOG;263000;45379;179591930
NLD;BOG;491470;84823;336144742
NLD;BOG;266310;86516;341545576
NLD;BOG;23550;3830;15272060
NLD;BOG;201225;34423;136836487
NLD;BOG;1701;9185;36740773
NLD;BOG;6710;3644;14330751
NLD;BOG;336670;52758;212624685
NLD;BOG;1634055;247824;998486890
NLD;BOG;290650;78398;310789237
NLD;BOG;122100;21082;83056766
NLD;BOG;6430;1608;6355077
NLD;BOG;7890;1184;4676466
NLD;BOG;1392;4918;19418920
NLD;BOG;70;448;1786201
NLD;BOG;1535;9670;38580943
NLD;BOG;66310;10619;42027398
NLD;BOG;424830;69138;273575682
NLD;BOG;19040;3579;14314760
NLD;BOG;80733;24872;98009648
NLD;BOG;271950;44182;175134238
NLD;BOG;15498;80794;323169129
NLD;BOG;11152;4338;17106836
NLD;BOG;462955;86593;344126907
NLD;BOG;21415;3840;15319872
NLD;BOG;251960;47346;189191244
NLD;BOG;372;10882;43513185
PAN;BOG;5610;3510;14120260
PAN;BOG;10836;5617;22158275
PAN;BOG;9330;6515;25779874
PAN;BOG;881;974;3886420
PAN;BOG;76720;14157;55429959
PAN;BOG;27160;4542;17782317
PAN;BOG;66880;10075;39282043
PAN;BOG;730;175;669623
PAN;BOG;18015;11870;47238521
PAN;BOG;6865;4061;16171539
PAN;BOG;24810;17312;69223365
PAN;BOG;540000;18910;75309075
PAN;BOG;239;7834;31322728
PAN;BOG;271;8875;35486456
PAN;BOG;1132;34671;138633060
PAN;BOG;326;11358;45416196
PAN;BOG;24872;6758;26262398
PAN;BOG;3;389;1554861
PAN;BOG;4227;4349;17324233
PAN;BOG;2690;1922;7654419
PAN;BOG;50;63;250547
PAN;BOG;173;3862;15406445
PAN;BOG;16200;26348;104947240
PAN;BOG;647;10413;39798395
PAN;BOG;1229;23287;92547928
PAN;BOG;299;8488;33571282
PAN;BOG;64;7203;28495153
PAN;BOG;476;79913;317007129
PAN;BOG;378;51067;203448371
PAN;BOG;79;12272;48922241
PAN;BOG;19850;17111;66243220
PAN;BOG;341;6396;25151902
PAN;BOG;37;4701;18796196
PAN;BOG;97;9559;37442201
PAN;BOG;924;36890;145687726
PAN;BOG;385;9640;38390993
PAN;BOG;19;2240;8861171
PAN;BOG;522;16353;65411048
PAN;BOG;124;2285;9139874
PAN;BOG;25;723;2893015
PAN;BOG;865414;43336;171739263
PAN;BOG;17200;1376;5480814
PAN;BOG;1496;1160;4621251
PAN;BOG;1817;1264;4832944
PAN;BOG;91;5413;21394221
PAN;BOG;2267;2012;7790945
PAN;BOG;64;1511;5931838
PAN;BOG;1298;3068;12116095
PAN;BOG;894;27778;108764420
PAN;BOG;281;9064;36255344
PAN;BOG;4224;53328;212537713
PAN;BOG;91;105949;417759691
PAN;BOG;6;1331;5246793
PAN;BOG;163;1445;5764541
PAN;BOG;143;2310;9215860
PAN;BOG;96;2946;11617744
PAN;BOG;2324;1683;6623246
PAN;BOG;1818;1177;4523457
PAN;BOG;7947;111229;425121729
PAN;BOG;521;5761;22151296
PAN;BOG;51;2604;9954223
PAN;BOG;188;33420;127731000
PAN;BOG;80;3595;13738550
PAN;BOG;202;15774;60289017
PAN;BOG;1236;4726;18897278
PAN;BOG;12;348;1392761
PAN;BOG;10861;35285;141086626
PAN;BOG;15780;2367;9292298
PAN;BOG;37080;13899;54804292
PAN;BOG;11764;38157;152570346
PAN;BOG;966;1161;4611005
PAN;BOG;8838;2820;11216805
PAN;BOG;43050;9737;38826156
PAN;BOG;2960;6220;24879440
PAN;BOG;30096;14315;56373811
PAN;BOG;13680;1368;5471220
PAN;BOG;1790;19831;75793468
PAN;BOG;609;23495;89798300
PAN;BOG;142;23522;89904018
PAN;BOG;84;9656;36904377
PAN;BOG;267;18704;71486515
PAN;BOG;779;87400;334047170
PAN;BOG;82975;20608;82466076
PAN;BOG;37500;5569;22177547
PAN;BOG;33832;5751;22997190
PAN;BOG;27;458;1773202
PAN;BOG;63;1062;4110318
PAN;BOG;33;549;2126394
PAN;BOG;11;184;713702
PAN;BOG;121;2038;7890364
PAN;BOG;28;1509;5765792
PAN;BOG;28;1587;6063873
PAN;BOG;5;82;318156
PAN;BOG;90;2721;10459959
PAN;BOG;16;1316;5029053
PAN;BOG;727;23649;93716349
PAN;BOG;1822;53468;209349428
PAN;BOG;218;26000;99373300
PAN;BOG;47;1001;3937152
PAN;BOG;160;9597;38068507
PAN;BOG;71;9065;34648106
PAN;BOG;1137;22569;88210655
PAN;BOG;564;9745;38155278
PAN;BOG;5049;193875;771578983
PAN;BOG;1821;47156;185579634
PAN;BOG;3379;114702;447845476
PAN;BOG;113;3302;12928672
PAN;BOG;51;5932;23627249
PAN;BOG;49;4144;16506213
PAN;BOG;63;1115;4439260
PAN;BOG;11;735;2929129
PAN;BOG;18;1834;7305017
PAN;BOG;509;18438;72475233
PAN;BOG;84;1542;6063031
PAN;BOG;1162;8861;35295409
PAN;BOG;22;667;2574345
PAN;BOG;436;5775;22791561
PAN;BOG;914;11505;45178494
PAN;BOG;690;10476;40294491
PAN;BOG;642;12898;50500629
PAN;BOG;344;1735;6716153
PAN;BOG;16816;187;753950
PAN;BOG;1395;893;3571120
PAN;BOG;153990;19103;76383497
PAN;BOG;23776;4109;16530565
PAN;BOG;2515;6520;25495096
PAN;BOG;214;31410;121601780
PAN;BOG;1001;961;3762572
PAN;BOG;4635;5435;21280558
PAN;BOG;749;4987;19945831
PAN;BOG;3897;2236;8788963
PAN;BOG;607;3121;12418491
PAN;BOG;2361;281;1120847
PAN;BOG;31;244;975048
PAN;BOG;877;331;1321707
PAN;BOG;5325;2742;10813287
PAN;BOG;12565;107771;429260874
PAN;BOG;1111;2644;10572780
PAN;BOG;501;952;3806182
PAN;BOG;95;19026;73152805
PAN;BOG;85;2237;8660976
PAN;BOG;3;212;848621
PAN;BOG;321;2009;8033406
PAN;BOG;7718;8929;35457439
PAN;BOG;23;5;18455
PAN;BOG;97;14;55365
PAN;BOG;783;1962;7715034
PAN;BOG;355;723;2843970
PAN;BOG;29;54;213264
PAN;BOG;17;263;1032737
PAN;BOG;79;629;2474032
PAN;BOG;143;1678;6598453
PAN;BOG;120;791;3111072
PAN;BOG;428;1113;4451420
PAN;BOG;46;92;365992
PAN;BOG;1369;2762;11047191
